MM;moves winner;time game;AB time;MM time;AB win;MM win;draws
1;7.2;14.1;2.0;0.0;10;0;0
2;10.9;15.6;1.4;0.0;9;0;1
3;8.5;17.2;1.8;0.4;10;0;0
4;20.8;60.9;0.9;1.2;0;3;7
5;17.1;297.4;1.3;16.2;3;5;2
6;16.1;1340.6;1.1;87.5;6;4;0
7;17.5;9969.7;1.2;598.8;4;6;0
