MM;moves winner;time game;AB time;MM time;AB win;MM win;draws
1;5.4;10.9;2.4;0.0;10;0;0
2;11.2;18.8;2.2;0.0;7;0;3
3;9.8;21.9;1.7;0.5;10;0;0
4;16.9;85.9;1.1;3.2;4;4;2
5;18.2;344.2;0.7;18.8;6;1;3
6;15.3;2234.9;1.8;151.1;0;10;0
7;13.3;14261.6;2.0;1132.5;0;10;0
