MM;moves winner;time game;AB time;MM time;AB win;MM win;draws
1;8.0;3417.2;587.5;0.0;10;0;0
2;13.1;5617.3;397.9;0.0;9;1;0
3;12.8;3171.3;291.9;0.5;10;0;0
4;13.3;6204.2;476.3;3.2;10;0;0
5;13.3;6442.0;642.7;25.7;10;0;0
6;15.6;6700.6;334.8;135.3;2;8;0
7;16.2;19155.8;321.7;995.8;7;3;0
