AB;moves winner;time game;MM time;AB time;MM win;AB win;draws
1;4.6;0.0;0.0;0.0;6;4;0
2;6.0;1.6;0.0;0.4;2;8;0
3;5.6;1.6;0.0;0.4;0;10;0
4;4.4;3.1;0.0;0.7;0;10;0
5;6.2;15.6;0.0;2.4;0;10;0
6;4.4;64.1;0.0;13.8;0;10;0
7;6.1;334.4;0.0;59.4;0;10;0
8;4.6;793.9;0.0;183.9;0;10;0
9;7.6;4912.7;0.0;716.0;0;10;0
10;6.6;15747.8;0.0;2697.2;0;10;0
