AB;moves winner;time game;MM time;AB time;MM win;AB win;draws
1;5.9;0.0;0.0;0.0;10;0;0
2;20.2;1.6;0.0;0.0;1;1;8
3;17.6;4.7;0.1;0.0;6;1;3
4;15.9;9.4;0.0;0.3;4;6;0
5;14.2;23.4;0.2;1.1;1;6;3
6;14.4;152.1;0.1;10.0;2;7;1
7;13.2;469.2;0.0;37.4;2;8;0
8;13.0;1640.6;0.0;133.9;0;9;1
9;11.9;4923.1;0.0;501.1;0;10;0
10;10.4;22294.6;0.2;2445.4;0;10;0
