AB;moves winner;time game;MM time;AB time;MM win;AB win;draws
1;6.8;92.7;15.8;0.0;10;0;0
2;10.0;135.9;16.5;0.0;9;0;1
3;9.0;128.1;17.9;0.0;9;1;0
4;17.7;269.3;14.9;0.6;3;4;3
5;18.0;254.7;12.7;2.2;6;1;3
6;15.1;350.5;15.5;8.0;0;10;0
7;12.2;913.5;22.9;57.7;0;10;0
8;14.1;1724.9;18.9;113.5;0;9;1
9;11.1;10189.7;21.7;1125.3;2;8;0
10;15.5;40480.7;18.4;2774.1;0;10;0
