AB;moves winner;time game;MM time;AB time;MM win;AB win;draws
1;4.0;1.5;0.5;0.0;10;0;0
2;8.8;4.7;0.0;0.0;9;1;0
3;11.4;6.2;0.7;0.0;8;2;0
4;11.4;23.5;0.8;1.1;0;10;0
5;17.3;65.6;0.3;2.6;0;10;0
6;12.4;252.1;0.6;21.1;0;10;0
7;13.0;1079.1;0.5;82.8;0;10;0
8;12.4;4260.8;0.3;318.1;0;10;0
9;10.5;17043.8;1.5;1471.4;0;10;0
10;11.6;47159.0;0.5;3507.0;0;10;0
