Winner;Moves;Time;P1 time;P2 time
2 ;16 ;48347 ;0 ;3021 
2 ;11 ;38270 ;1 ;3477 
2 ;12 ;16895 ;0 ;1407 
2 ;17 ;5442 ;0 ;320 
2 ;17 ;5427 ;0 ;319 
2 ;13 ;8630 ;0 ;663 
2 ;16 ;48895 ;0 ;3055 
2 ;11 ;37040 ;0 ;3367 
2 ;12 ;15796 ;0 ;1316 
2 ;16 ;4974 ;0 ;310 
-----------;------------
moves;14.1
times;22971.6
timeP1Move;0.1
timeP2Move;1725.5
MinMax;0
AlphaBeta;10
draws;0
