AB;moves winner;time game;MM time;AB time;MM win;AB win;draws
1;4.6;15.6;4.1;0.0;10;0;0
2;18.3;51.6;2.5;0.1;5;1;4
3;10.1;34.4;3.3;0.3;7;3;0
4;17.9;54.6;2.0;0.4;2;7;1
5;17.4;85.9;2.2;2.1;7;3;0
6;16.4;199.0;2.4;12.3;2;8;0
7;13.1;1279.1;3.3;101.7;3;7;0
8;18.0;3961.8;2.7;216.8;1;9;0
9;13.2;15803.4;2.9;1141.0;0;10;0
10;12.2;51111.5;5.4;3969.0;0;10;0
