Winner;Moves;Time;P1 time;P2 time
2 ;7 ;1297 ;0 ;185 
2 ;6 ;1099 ;0 ;183 
2 ;15 ;1516 ;0 ;101 
2 ;15 ;1515 ;0 ;101 
2 ;6 ;1110 ;0 ;185 
2 ;7 ;1317 ;0 ;188 
2 ;5 ;860 ;0 ;172 
2 ;8 ;1187 ;0 ;148 
2 ;5 ;828 ;0 ;165 
2 ;7 ;1297 ;0 ;185 
-----------;------------
moves;8.1
times;1202.6
timeP1Move;0.0
timeP2Move;161.3
AlphaBeta;0
MinMax;10
draws;0
