Winner;Moves;Time;P1 time;P2 time
2 ;12 ;8229 ;4 ;681 
2 ;17 ;10807 ;0 ;635 
2 ;9 ;11025 ;9 ;1216 
2 ;19 ;15880 ;5 ;830 
1 ;17 ;12791 ;2 ;796 
2 ;9 ;11026 ;1 ;1223 
2 ;9 ;11031 ;6 ;1220 
2 ;12 ;8239 ;8 ;678 
2 ;19 ;9088 ;1 ;476 
1 ;17 ;12828 ;5 ;796 
-----------;------------
moves;14.0
times;11094.4
timeP1Move;4.1
timeP2Move;855.1
AlphaBeta;2
MinMax;8
draws;0
