Winner;Moves;Time;P1 time;P2 time
2 ;16 ;6635 ;414 ;26 
2 ;17 ;7536 ;462 ;8 
2 ;16 ;6619 ;413 ;25 
0 ;21 ;9381 ;437 ;30 
2 ;18 ;11249 ;643 ;16 
0 ;21 ;9370 ;439 ;27 
2 ;18 ;11166 ;639 ;16 
2 ;17 ;7552 ;457 ;13 
2 ;18 ;11171 ;639 ;16 
0 ;21 ;9396 ;440 ;27 
-----------;------------
moves;18.3
times;9007.5
timeP1Move;498.3
timeP2Move;20.4
MinMax;0
AlphaBeta;7
draws;3
