Winner;Moves;Time;P1 time;P2 time
1 ;14 ;16 ;0 ;1 
1 ;7 ;0 ;0 ;0 
1 ;11 ;0 ;0 ;0 
1 ;7 ;0 ;0 ;0 
1 ;11 ;0 ;0 ;0 
1 ;11 ;0 ;0 ;0 
1 ;8 ;0 ;0 ;0 
1 ;9 ;0 ;0 ;0 
1 ;14 ;0 ;0 ;0 
1 ;11 ;0 ;0 ;0 
-----------;------------
moves;10.3
times;1.6
timeP1Move;0.0
timeP2Move;0.1
MinMax;10
AlphaBeta;0
draws;0
