AB;moves winner;time game;MM time;AB time;MM win;AB win;draws
1;6.8;3.1;0.5;0.0;10;0;0
2;7.6;3.2;0.2;0.0;10;0;0
3;11.0;4.6;0.2;0.1;10;0;0
4;16.1;11.0;0.4;0.0;0;7;3
5;19.1;42.2;0.0;1.6;5;2;3
6;14.1;70.3;0.6;3.8;0;10;0
7;14.6;232.8;0.3;16.7;0;9;1
8;16.3;628.6;0.1;39.1;1;9;0
9;15.6;1964.6;0.4;136.1;3;7;0
10;13.9;10437.6;0.5;776.5;0;10;0
