AB;moves winner;time game;MM time;AB time;MM win;AB win;draws
1;8.2;4823.3;718.8;0.0;10;0;0
2;12.0;9595.9;947.3;0.2;10;0;0
3;11.2;7084.0;724.5;0.1;10;0;0
4;13.6;8855.8;795.1;0.5;8;0;2
5;14.6;10520.0;862.7;2.3;7;3;0
6;18.9;9098.2;532.9;4.9;4;1;5
7;18.3;9007.5;498.3;20.4;0;7;3
8;18.0;10080.9;547.7;47.9;4;6;0
9;15.8;13760.5;639.8;314.8;2;8;0
10;17.5;12799.1;439.7;338.2;3;5;2
