Winner;Moves;Time;P1 time;P2 time
2 ;17 ;33769 ;1042 ;1004 
2 ;19 ;26541 ;715 ;718 
2 ;17 ;15703 ;478 ;473 
2 ;19 ;26010 ;690 ;714 
2 ;10 ;26780 ;1417 ;1401 
0 ;21 ;21692 ;535 ;522 
2 ;17 ;34332 ;1043 ;1037 
2 ;17 ;24088 ;716 ;742 
0 ;21 ;21317 ;523 ;516 
2 ;17 ;16218 ;486 ;495 
-----------;------------
moves;17.5
times;24645.0
timeP1Move;764.5
timeP2Move;762.2
MinMax;0
MinMax;8
draws;2
