Winner;Moves;Time;P1 time;P2 time
2 ;16 ;1188 ;51 ;26 
2 ;17 ;406 ;10 ;13 
2 ;18 ;359 ;7 ;13 
1 ;19 ;953 ;25 ;27 
2 ;16 ;1959 ;57 ;68 
2 ;17 ;406 ;10 ;13 
1 ;19 ;953 ;27 ;25 
2 ;18 ;469 ;11 ;15 
2 ;18 ;343 ;10 ;9 
2 ;16 ;1974 ;55 ;71 
-----------;------------
moves;17.4
times;901.0
timeP1Move;26.3
timeP2Move;28.0
AlphaBeta;2
AlphaBeta;8
draws;0
