Winner;Moves;Time;P1 time;P2 time
2 ;15 ;13499 ;485 ;446 
0 ;21 ;36176 ;726 ;1031 
2 ;15 ;13500 ;488 ;443 
2 ;15 ;13499 ;484 ;447 
1 ;17 ;19755 ;764 ;469 
2 ;16 ;14541 ;554 ;389 
2 ;15 ;16504 ;528 ;607 
2 ;16 ;14619 ;557 ;391 
1 ;17 ;13136 ;361 ;459 
0 ;21 ;36729 ;737 ;1046 
-----------;------------
moves;16.8
times;19195.8
timeP1Move;568.4
timeP2Move;572.8
AlphaBeta;2
AlphaBeta;6
draws;2
