Winner;Moves;Time;P1 time;P2 time
2 ;19 ;8036 ;169 ;262 
2 ;19 ;8057 ;170 ;262 
2 ;19 ;8042 ;167 ;264 
1 ;17 ;2359 ;48 ;98 
2 ;17 ;2474 ;47 ;100 
2 ;18 ;4156 ;91 ;144 
2 ;11 ;2911 ;100 ;173 
2 ;19 ;8042 ;169 ;262 
2 ;17 ;2469 ;46 ;101 
2 ;17 ;2473 ;45 ;102 
-----------;------------
moves;17.3
times;4901.9
timeP1Move;105.2
timeP2Move;176.8
AlphaBeta;1
AlphaBeta;9
draws;0
