MM;moves winner;time game;AB time;MM time;AB win;MM win;draws
1;5.0;2554.1;673.8;0.0;10;0;0
2;8.9;9351.8;1057.0;0.0;7;3;0
3;6.4;4100.9;852.2;0.7;10;0;0
4;19.2;15246.4;813.1;3.0;5;0;5
5;12.3;9752.4;1082.3;27.3;9;1;0
6;16.3;12566.5;686.5;131.8;7;3;0
7;18.6;27524.0;899.9;655.6;3;5;2
