MM;moves winner;time game;AB time;MM time;AB win;MM win;draws
1;4.2;524.0;149.0;0.0;10;0;0
2;10.4;1194.8;155.2;0.0;10;0;0
3;11.4;1805.1;165.7;0.1;10;0;0
4;12.6;3796.3;341.3;5.8;10;0;0
5;14.7;3146.8;229.2;26.2;5;3;2
6;14.7;4546.7;221.5;139.0;7;3;0
7;17.5;15056.5;212.0;674.7;4;6;0
