Winner;Moves;Time;P1 time;P2 time
2 ;15 ;1296 ;52 ;37 
2 ;17 ;2896 ;117 ;60 
2 ;18 ;531 ;15 ;14 
1 ;13 ;2407 ;133 ;67 
2 ;19 ;1078 ;37 ;21 
2 ;17 ;2880 ;111 ;64 
2 ;13 ;672 ;31 ;22 
2 ;15 ;1297 ;53 ;36 
2 ;17 ;2880 ;112 ;63 
2 ;18 ;546 ;15 ;15 
-----------;------------
moves;16.2
times;1648.3
timeP1Move;67.6
timeP2Move;39.9
AlphaBeta;1
AlphaBeta;9
draws;0
