Winner;Moves;Time;P1 time;P2 time
0 ;21 ;442 ;10 ;10 
1 ;19 ;547 ;14 ;15 
1 ;19 ;547 ;15 ;14 
1 ;17 ;547 ;16 ;17 
1 ;17 ;594 ;15 ;21 
1 ;17 ;546 ;17 ;16 
0 ;21 ;453 ;10 ;11 
1 ;17 ;547 ;17 ;16 
1 ;19 ;547 ;14 ;15 
1 ;17 ;537 ;16 ;16 
-----------;------------
moves;18.4
times;530.7
timeP1Move;14.4
timeP2Move;15.1
MinMax;8
MinMax;0
draws;2
