Winner;Moves;Time;P1 time;P2 time
2 ;11 ;3891 ;165 ;203 
2 ;17 ;3474 ;93 ;116 
0 ;21 ;5005 ;110 ;133 
2 ;16 ;4036 ;118 ;140 
2 ;16 ;4052 ;118 ;141 
2 ;16 ;4047 ;119 ;140 
2 ;11 ;3880 ;166 ;201 
2 ;17 ;4317 ;119 ;141 
2 ;17 ;3474 ;94 ;115 
2 ;17 ;3453 ;94 ;114 
-----------;------------
moves;15.9
times;3962.9
timeP1Move;119.6
timeP2Move;144.4
MinMax;0
MinMax;9
draws;1
