Winner;Moves;Time;P1 time;P2 time
2 ;12 ;16 ;1 ;0 
1 ;10 ;0 ;0 ;0 
1 ;5 ;15 ;0 ;3 
1 ;5 ;0 ;0 ;0 
1 ;5 ;0 ;0 ;0 
1 ;10 ;16 ;0 ;1 
1 ;12 ;16 ;0 ;1 
1 ;10 ;15 ;0 ;1 
1 ;5 ;0 ;0 ;0 
1 ;5 ;0 ;0 ;0 
-----------;------------
moves;7.9
times;7.8
timeP1Move;0.1
timeP2Move;0.6
MinMax;9
MinMax;1
draws;0
