Winner;Moves;Time;P1 time;P2 time
2 ;16 ;32 ;0 ;2 
2 ;16 ;31 ;0 ;1 
0 ;21 ;47 ;0 ;1 
1 ;20 ;15 ;0 ;0 
1 ;20 ;16 ;0 ;0 
0 ;21 ;63 ;0 ;2 
1 ;16 ;31 ;1 ;1 
0 ;21 ;47 ;0 ;1 
2 ;16 ;31 ;2 ;0 
0 ;21 ;62 ;1 ;1 
-----------;------------
moves;18.8
times;37.5
timeP1Move;0.4
timeP2Move;0.9
AlphaBeta;3
AlphaBeta;3
draws;4
