Winner;Moves;Time;P1 time;P2 time
2 ;10 ;2255 ;124 ;113 
2 ;19 ;1078 ;34 ;23 
2 ;19 ;1078 ;33 ;24 
2 ;10 ;2250 ;123 ;113 
2 ;17 ;1959 ;62 ;56 
2 ;19 ;1078 ;34 ;23 
2 ;17 ;2958 ;80 ;98 
2 ;10 ;2250 ;121 ;115 
2 ;10 ;2255 ;123 ;114 
2 ;17 ;1219 ;36 ;37 
-----------;------------
moves;14.8
times;1838.0
timeP1Move;77.0
timeP2Move;71.6
AlphaBeta;0
AlphaBeta;10
draws;0
