Winner;Moves;Time;P1 time;P2 time
2 ;11 ;47 ;4 ;0 
2 ;11 ;31 ;3 ;0 
1 ;19 ;47 ;1 ;0 
2 ;12 ;47 ;2 ;1 
2 ;11 ;31 ;3 ;0 
2 ;19 ;47 ;2 ;0 
1 ;7 ;32 ;5 ;0 
1 ;7 ;15 ;2 ;0 
0 ;21 ;47 ;2 ;0 
2 ;19 ;31 ;1 ;0 
-----------;------------
moves;13.7
times;37.5
timeP1Move;2.5
timeP2Move;0.1
MinMax;3
AlphaBeta;6
draws;1
