AB;moves winner;time game;MM time;AB time;MM win;AB win;draws
1;4.1;1.6;0.5;0.0;10;0;0
2;12.5;1.6;0.0;0.2;4;6;0
3;10.9;1.5;0.0;0.1;8;0;2
4;13.4;12.5;0.3;0.5;5;3;2
5;15.6;36.0;0.0;2.0;2;8;0
6;12.0;107.7;0.0;9.3;2;8;0
7;11.3;366.2;0.3;32.6;0;10;0
8;14.4;891.6;0.0;71.5;0;9;1
9;11.4;4693.5;0.0;360.5;0;10;0
10;11.4;16968.7;0.0;1629.1;0;9;1
