AB;moves winner;time game;MM time;AB time;MM win;AB win;draws
1;4.1;1.6;0.5;0.0;10;0;0
2;5.7;0.0;0.0;0.0;1;9;0
3;4.4;0.0;0.0;0.0;6;4;0
4;6.4;6.2;0.3;0.4;0;10;0
5;6.7;28.2;0.0;4.2;0;10;0
6;6.9;61.5;0.0;9.5;0;10;0
7;5.8;289.0;0.0;50.7;0;10;0
8;6.0;466.1;0.0;79.9;0;10;0
9;5.1;3223.7;0.0;640.7;0;10;0
10;5.2;6322.1;0.0;1184.8;0;10;0
